MMSI,TIMESTAMP,LAT,LON,SOG,COG,anomaly,anomaly_score
616620391,1719822646,36.95937333333333,24.973155,33.9,332.70000000000005,1,0.07439038012079213
616620391,1719822734,36.972515,24.973026666666662,31.9,23.3,-1,-0.19175578570660712
616620391,1719822742,36.97347,24.973895,31.6,30.200000000000003,1,0.07867161280843576
616620391,1719822744,36.9737,24.97413,31.700000000000003,31.700000000000003,1,0.20050677263135103
616620391,1719822750,36.97438,24.974875,31.9,35.9,1,0.1159629699627222
616620391,1719822754,36.974825,24.975393333333333,32.1,38.2,1,0.14949387866518316
616620391,1719822756,36.975051666666666,24.97565,32.300000000000004,38.900000000000006,1,0.1816752371852413
616620391,1719824218,37.08710333333333,25.147033333333333,8.6,69.0,-1,-0.24000176179375043
616620391,1719824261,37.087518333333335,25.147921666666665,2.1,55.3,-1,-0.16185513935125717
616620391,1719824275,37.08752333333333,25.147935,0.6000000000000001,58.400000000000006,-1,-0.03805176550347
616620391,1719824278,37.08714666666667,25.147935,0.4,0.0,1,0.02503791460242688
616620391,1719824281,37.08749,25.14793833333333,0.4,133.5,-1,-0.029388070286548995
616620391,1719824301,37.087246666666665,25.148025,2.4000000000000004,162.5,-1,-0.07549917843180809
616620391,1719824311,37.08712,25.148075,2.7,162.70000000000002,1,0.04488599979378338
616620391,1719824314,37.08708833333333,25.148085,2.6,163.3,1,0.08324350370993056
616620391,1719824348,37.08698166666667,25.14808,0.3,207.1,-1,-0.1067691707281957
616620391,1719824408,37.08689,25.148055,0.2,171.10000000000002,-1,-0.07586622630492312
616620391,1719824447,37.086875,25.148011666666665,0.1,235.1,-1,-0.05345084671556566
616620391,1719824468,37.08672,25.147995,0.1,0.0,-1,-0.06663966922985154
616620391,1719824478,37.08686,25.147985,0.2,234.2,-1,-0.03855342833303854
616620391,1719824567,37.086868333333335,25.14799,0.1,54.400000000000006,-1,-0.1428772006391138
616620391,1719824578,37.08687166666667,25.147998333333337,0.1,54.8,1,0.07284339641383597
616620391,1719824638,37.086875,25.14800333333333,0.0,231.7,-1,-0.13641162058329126
616620391,1719824687,37.08687166666667,25.14799333333333,0.0,232.7,-1,-0.03926132651946723
616620391,1719824718,37.086875,25.147996666666668,0.0,58.400000000000006,-1,-0.09246348734422927
616620391,1719824737,37.08688,25.14799333333333,0.0,330.70000000000005,-1,-0.05575740613883429
616620391,1719824768,37.08695,25.14788833333333,0.7000000000000001,302.2,-1,-0.07263029643688534
616620391,1719824819,37.087095,25.147065,4.7,276.1,-1,-0.15129180168163303
616620391,1719824838,37.087035,25.146281666666667,6.9,264.5,-1,-0.09035423180192381
616620391,1719824879,37.08662,25.144138333333338,9.7,255.4,-1,-0.1461130822420489
616620391,1719824999,37.08483833333333,25.137083333333333,10.8,254.0,-1,-0.16353944666841413
616620391,1719825082,37.08655,25.128835,25.200000000000003,301.1,-1,-0.2287540462877079
616620391,1719825220,37.10481,25.12697,32.4,21.200000000000003,-1,-0.22008309900287748
616620391,1719825224,37.10523833333333,25.127166666666668,32.5,21.0,1,0.19605195684105148
616620391,1719825228,37.10595,25.12749,32.5,20.6,1,0.18910345831455655
616620391,1719825240,37.10767166666667,25.12828,32.800000000000004,20.3,1,0.04497429247707696
616620391,1719825260,37.11055666666667,25.12968333333333,33.300000000000004,21.200000000000003,-1,-0.06244632313650378
616620391,1719825276,37.11287333333333,25.13082,33.5,21.4,-1,-0.001854222429131691
616620391,1719825278,37.11316333333333,25.130965,33.5,21.5,1,0.2300084672376636
616620391,1719825280,37.11345333333333,25.131111666666666,33.5,21.6,1,0.2294714872525031
616620391,1719825282,37.11374333333333,25.13125833333333,33.6,21.700000000000003,1,0.21602146733354544
616620391,1719825288,37.11461666666667,25.13169333333333,33.7,21.700000000000003,1,0.1580094424159868
616620391,1719825292,37.11520166666666,25.131978333333333,33.7,21.5,1,0.20544854985365735
616620391,1719825294,37.115496666666665,25.13211666666667,33.800000000000004,21.4,1,0.21438534270230286
616620391,1719825296,37.11579166666667,25.13225,33.800000000000004,21.1,1,0.22530821176597865
616620391,1719825298,37.11608666666667,25.132376666666666,33.800000000000004,20.700000000000003,1,0.22428490490378777
616620391,1719825300,37.116385,25.13249833333333,33.7,20.3,1,0.2140914374628538
616620391,1719825304,37.11658666666667,25.13273166666667,33.7,0.0,1,0.15893967243295604
616620391,1719825306,37.117275,25.132846666666666,33.6,19.0,1,0.14820582176266894
616620391,1719825308,37.11757,25.132965,33.6,18.8,1,0.22728692452844185
616620391,1719825310,37.11786833333333,25.13308333333333,33.6,18.6,1,0.22716438646304388
616620391,1719825314,37.11846333333333,25.133325,33.6,18.4,1,0.2036031379976771
616620391,1719825316,37.11876166666666,25.133441666666663,33.6,18.2,1,0.22671286349520697
616620391,1719825318,37.11872,25.133501666666668,33.6,0.0,1,0.15680917583246007
616620391,1719825322,37.11965666666666,25.13379,33.7,17.7,1,0.1317016135081277
616620391,1719825326,37.12025333333333,25.13402333333333,33.6,17.6,1,0.19456333859710995
616620391,1719825328,37.12055166666666,25.134143333333338,33.7,17.7,1,0.2143162385502374
616620391,1719825330,37.12085,25.13426,33.7,17.6,1,0.22705507166518812
616620391,1719825332,37.121295,25.134443333333333,33.7,17.7,1,0.2133647913649001
616620391,1719825336,37.121743333333335,25.134625,33.7,17.8,1,0.20722043338401458
616620391,1719825340,37.12234333333333,25.134868333333333,33.800000000000004,17.8,1,0.18999476129869797
616620391,1719825344,37.12294333333333,25.135103333333333,33.800000000000004,17.7,1,0.20107039519422726
616620391,1719825346,37.123245,25.135213333333333,33.800000000000004,17.5,1,0.22443009576549133
616620391,1719825348,37.12354333333333,25.135328333333337,33.800000000000004,17.400000000000002,1,0.22509543671336102
616620391,1719825352,37.12414166666667,25.135561666666668,33.800000000000004,17.400000000000002,1,0.19888101684643195
616620391,1719825354,37.12443833333333,25.135685,33.800000000000004,17.5,1,0.22509543671336102
616620391,1719825356,37.124735,25.13581,33.7,17.7,1,0.21424384011523684
616620391,1719825358,37.12503,25.13593833333333,33.7,17.900000000000002,1,0.2259796988883973
616620391,1719825362,37.125615,25.1362,33.6,18.4,1,0.19157470118502012
616620391,1719825364,37.125906666666666,25.13633,33.6,18.6,1,0.22728692452844185
616620391,1719825366,37.1262,25.136456666666668,33.6,18.7,1,0.22835828765227356
616620391,1719825370,37.1264,25.136706666666665,33.5,0.0,1,0.1531157784309336
616620391,1719825372,37.12708166666667,25.136828333333337,33.5,18.7,1,0.1584397670639754
616620391,1719825374,37.127375,25.13695166666667,33.5,18.7,1,0.22709958611128012
616620391,1719825376,37.12766833333333,25.137073333333333,33.4,18.6,1,0.21587808020447802
616620391,1719825378,37.12796166666666,25.137198333333338,33.4,18.6,1,0.22706686859111835
616620391,1719825380,37.128255,25.137328333333333,33.4,18.7,1,0.22823068814112796
616620391,1719825382,37.128546666666665,25.137456666666665,33.4,18.9,1,0.2272020748856567
616620391,1719825388,37.12938666666667,25.13787,33.5,0.0,1,0.11457954154303579
616620391,1719825390,37.129713333333335,25.13800833333333,33.5,19.8,1,0.18507282416484794
616620391,1719825392,37.130008333333336,25.138148333333337,33.6,20.0,1,0.21591651652638838
616620391,1719825396,37.13059666666667,25.138425,33.7,20.200000000000003,1,0.19661512165603745
616620391,1719825400,37.13118333333333,25.1387,33.7,20.3,1,0.20525523772729148
616620391,1719825402,37.131475,25.138845,33.7,20.5,1,0.22753041084862724
616620391,1719825406,37.13204833333333,25.13915833333333,33.7,21.4,1,0.20148586076748282
616620391,1719825410,37.13261666666666,25.139495,33.7,22.6,1,0.19873466988002364
616620391,1719825412,37.13289666666667,25.13967166666667,33.7,23.3,1,0.22735853632321584
616620391,1719825416,37.133455,25.14003,33.7,24.5,1,0.19851521982210696
616620391,1719825424,37.134566666666665,25.14074,33.7,25.9,1,0.1287027264275344
616620391,1719825426,37.13498333333333,25.141003333333337,33.6,26.1,1,0.2036490224282821
616620391,1719825428,37.13498333333333,25.141003333333337,33.6,26.1,1,0.19660522139171238
616620391,1719825430,37.13554,25.141355,33.6,26.3,1,0.2046750723695746
616620391,1719825432,37.13567833333333,25.141441666666665,33.6,26.3,1,0.21794677512338978
616620391,1719825438,37.13621333333333,25.141973333333333,33.6,0.0,1,0.12307708364550024
616620391,1719825440,37.136795,25.142146666666665,33.6,26.6,1,0.1624503630068856
616620391,1719825442,37.13722166666667,25.1424,33.7,26.3,1,0.20233193054651255
616620391,1719825444,37.137365,25.14248333333333,33.7,26.200000000000003,1,0.22046538678227218
616620391,1719825448,37.137935,25.142803333333333,33.7,25.5,1,0.20266289777651053
616620391,1719825450,37.13822,25.142966666666663,33.7,25.4,1,0.22931601220858217
616620391,1719825452,37.13850166666667,25.14313333333333,33.7,25.3,1,0.22953175840610757
